model_key,route_code,ship_id,cabin_class,sailing_date,forecasted_bookings,forecast_lower,forecast_upper,evaluation_mape
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-08-10,93,57,128,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-08-17,97,65,129,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-08-24,101,69,134,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-08-31,102,66,134,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-09-07,102,70,134,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-09-14,105,71,140,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-09-21,112,78,145,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-09-28,121,86,156,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-10-05,128,97,162,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-10-12,130,96,163,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-10-19,129,96,163,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-10-26,131,96,165,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-11-02,140,106,174,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-11-09,152,119,183,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-11-16,159,124,195,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-11-23,162,125,197,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-11-30,165,129,198,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-12-07,175,140,209,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-12-14,188,154,221,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-12-21,194,160,227,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2025-12-28,184,151,219,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-01-04,162,127,195,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-01-11,142,105,175,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-01-18,135,101,169,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-01-25,140,105,173,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-02-01,145,111,179,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-02-08,143,108,177,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-02-15,134,101,168,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-02-22,127,94,160,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-03-01,127,92,163,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-03-08,132,99,166,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-03-15,135,100,169,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-03-22,135,99,168,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-03-29,135,103,168,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-04-05,137,104,173,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-04-12,139,109,173,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-04-19,133,98,163,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-04-26,119,86,154,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-05-03,106,72,138,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-05-10,101,67,134,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-05-17,105,73,137,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-05-24,111,76,143,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-05-31,109,77,143,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-06-07,102,67,135,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-06-14,94,60,127,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-06-21,93,60,128,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-06-28,98,65,133,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-07-05,104,70,139,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-07-12,104,69,138,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-07-19,99,63,132,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-07-26,92,59,126,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-08-02,88,57,120,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-08-09,89,57,125,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-08-16,93,58,125,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-08-23,97,64,128,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-08-30,98,66,134,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-09-06,98,62,131,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-09-13,100,67,134,12.84
MUM-GOA_EMPRESS_INTERIOR,MUM-GOA,EMPRESS,INTERIOR,2026-09-20,106,75,139,12.84
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-01-05,58,37,77,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-01-12,58,38,77,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-01-19,65,46,84,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-01-26,70,49,90,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-02-02,68,47,88,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-02-09,63,43,83,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-02-16,62,41,84,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-02-23,64,45,85,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-03-02,65,46,84,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-03-09,60,40,80,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-03-16,54,36,73,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-03-23,54,34,74,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-03-30,60,42,80,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-04-06,66,45,84,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-04-13,65,45,88,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-04-20,59,38,79,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-04-27,53,34,74,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-05-04,51,31,71,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-05-11,52,32,73,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-05-18,51,31,71,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-05-25,48,29,67,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-06-01,44,23,65,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-06-08,43,22,63,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-06-15,44,23,62,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-06-22,44,23,65,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-06-29,43,24,63,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-07-06,43,22,63,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-07-13,44,24,64,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-07-20,44,25,64,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-07-27,41,21,62,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-08-03,39,17,59,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-08-10,40,20,61,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-08-17,44,23,64,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-08-24,48,26,67,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-08-31,48,29,69,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-09-07,47,27,67,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-09-14,48,27,69,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-09-21,54,34,75,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-09-28,61,40,82,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-10-05,62,42,82,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-10-12,59,37,78,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-10-19,57,38,77,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-10-26,63,44,81,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-11-02,74,56,95,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-11-09,83,63,104,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-11-16,83,63,104,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-11-23,80,61,100,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-11-30,80,62,99,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-12-07,86,63,105,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-12-14,89,70,110,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-12-21,83,63,103,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2025-12-28,69,50,88,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-01-04,57,38,78,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-01-11,56,34,77,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-01-18,62,43,82,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-01-25,68,47,87,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-02-01,67,47,88,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-02-08,62,44,82,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-02-15,61,40,81,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-02-22,63,42,81,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-03-01,63,44,85,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-03-08,59,39,80,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-03-15,54,35,74,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-03-22,52,31,73,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-03-29,57,36,78,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-04-05,63,43,85,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-04-12,64,43,85,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-04-19,59,39,79,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-04-26,52,33,73,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-05-03,50,31,69,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-05-10,50,31,71,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-05-17,50,31,69,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-05-24,47,26,67,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-05-31,44,25,64,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-06-07,42,22,62,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-06-14,42,21,62,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-06-21,43,22,62,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-06-28,42,21,63,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-07-05,42,23,63,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-07-12,43,23,63,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-07-19,43,23,63,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-07-26,41,20,61,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-08-02,38,18,59,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-08-09,38,20,59,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-08-16,42,20,62,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-08-23,46,27,65,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-08-30,47,27,66,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-09-06,46,25,65,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-09-13,46,27,67,17.77
MUM-GOA_EMPRESS_SEA_VIEW,MUM-GOA,EMPRESS,SEA_VIEW,2026-09-20,51,31,70,17.77
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-01-05,48,32,64,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-01-12,47,32,63,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-01-19,43,26,59,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-01-26,38,23,52,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-02-02,34,19,48,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-02-09,32,16,48,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-02-16,32,17,48,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-02-23,35,20,51,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-03-02,40,26,56,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-03-09,45,30,61,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-03-16,47,33,64,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-03-23,43,28,59,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-03-30,39,23,54,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-04-06,38,24,53,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-04-13,44,29,59,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-04-20,52,35,67,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-04-27,55,40,70,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-05-04,51,36,67,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-05-11,44,29,60,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-05-18,37,21,52,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-05-25,33,16,48,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-06-01,30,16,47,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-06-08,29,13,43,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-06-15,28,13,44,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-06-22,29,13,44,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-06-29,31,17,47,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-07-06,32,15,47,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-07-13,29,14,46,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-07-20,27,12,43,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-07-27,26,11,42,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-08-03,29,14,45,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-08-10,33,17,50,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-08-17,34,19,50,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-08-24,33,17,47,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-08-31,33,16,47,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-09-07,36,21,52,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-09-14,39,24,55,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-09-21,41,25,57,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-09-28,40,24,56,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-10-05,39,23,55,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-10-12,41,26,56,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-10-19,45,29,60,26.7
MUM-GOA_EMPRESS_BALCONY,MUM-GOA,EMPRESS,BALCONY,2025-10-26,47,32,63,26.7
